timestamp,http_code,time_total,result
2026-08-27T14:35:17.3NZ,200,0.005160,success
2026-08-27T14:35:18.3NZ,200,0.018711,success
2026-08-27T14:35:18.3NZ,200,0.006893,success
2026-08-27T14:35:18.3NZ,200,0.005548,success
2026-08-27T14:35:18.3NZ,200,0.005439,success
2026-08-27T14:35:18.3NZ,200,0.005245,success
2026-08-27T14:35:18.3NZ,200,0.006138,success
2026-08-27T14:35:18.3NZ,200,0.006982,success
2026-08-27T14:35:19.3NZ,200,0.005917,success
2026-08-27T14:35:19.3NZ,200,0.005003,success
2026-08-27T14:35:19.3NZ,200,0.008699,success
2026-08-27T14:35:19.3NZ,200,0.010519,success
2026-08-27T14:35:19.3NZ,200,0.026610,success
2026-08-27T14:35:19.3NZ,200,0.004867,success
2026-08-27T14:35:19.3NZ,200,0.004156,success
2026-08-27T14:35:20.3NZ,200,0.006290,success
2026-08-27T14:35:20.3NZ,200,0.008752,success
2026-08-27T14:35:20.3NZ,200,0.005752,success
2026-08-27T14:35:20.3NZ,200,0.009497,success
2026-08-27T14:35:20.3NZ,200,0.007847,success
2026-08-27T14:35:20.3NZ,200,0.010625,success
2026-08-27T14:35:20.3NZ,200,0.009466,success
2026-08-27T14:35:21.3NZ,200,0.008895,success
2026-08-27T14:35:21.3NZ,200,0.005114,success
2026-08-27T14:35:21.3NZ,200,0.013916,success
2026-08-27T14:35:21.3NZ,200,0.007282,success
2026-08-27T14:35:21.3NZ,200,0.008834,success
2026-08-27T14:35:21.3NZ,200,0.010569,success
2026-08-27T14:35:21.3NZ,200,0.008506,success
2026-08-27T14:35:22.3NZ,200,0.005556,success
2026-08-27T14:35:22.3NZ,200,0.006684,success
2026-08-27T14:35:22.3NZ,200,0.004434,success
2026-08-27T14:35:22.3NZ,200,0.008099,success
2026-08-27T14:35:22.3NZ,200,0.009822,success
2026-08-27T14:35:22.3NZ,200,0.005969,success
2026-08-27T14:35:22.3NZ,200,0.004381,success
2026-08-27T14:35:23.3NZ,200,0.006346,success
2026-08-27T14:35:23.3NZ,200,0.012699,success
2026-08-27T14:35:23.3NZ,200,0.010858,success
2026-08-27T14:35:23.3NZ,200,0.010828,success
2026-08-27T14:35:23.3NZ,200,0.008165,success
2026-08-27T14:35:23.3NZ,200,0.010871,success
2026-08-27T14:35:23.3NZ,200,0.005785,success
2026-08-27T14:35:24.3NZ,200,0.006121,success
2026-08-27T14:35:24.3NZ,200,0.008007,success
2026-08-27T14:35:24.3NZ,200,0.009903,success
2026-08-27T14:35:24.3NZ,200,0.012397,success
2026-08-27T14:35:24.3NZ,200,0.010753,success
2026-08-27T14:35:24.3NZ,200,0.009558,success
2026-08-27T14:35:24.3NZ,200,0.004863,success
2026-08-27T14:35:25.3NZ,200,0.012932,success
2026-08-27T14:35:25.3NZ,200,0.009262,success
2026-08-27T14:35:25.3NZ,200,0.009355,success
2026-08-27T14:35:25.3NZ,200,0.009717,success
2026-08-27T14:35:25.3NZ,200,0.009533,success
2026-08-27T14:35:25.3NZ,200,0.010425,success
2026-08-27T14:35:25.3NZ,200,0.007090,success
2026-08-27T14:35:26.3NZ,200,0.007857,success
2026-08-27T14:35:26.3NZ,200,0.004336,success
2026-08-27T14:35:26.3NZ,200,0.004891,success
2026-08-27T14:35:26.3NZ,200,0.005433,success
2026-08-27T14:35:26.3NZ,200,0.006604,success
2026-08-27T14:35:26.3NZ,200,0.007433,success
2026-08-27T14:35:26.3NZ,200,0.008688,success
2026-08-27T14:35:27.3NZ,200,0.009070,success
2026-08-27T14:35:27.3NZ,200,0.007180,success
2026-08-27T14:35:27.3NZ,200,0.010900,success
2026-08-27T14:35:27.3NZ,200,0.008966,success
2026-08-27T14:35:27.3NZ,200,0.005994,success
2026-08-27T14:35:27.3NZ,200,0.005631,success
2026-08-27T14:35:27.3NZ,200,0.005257,success
2026-08-27T14:35:28.3NZ,200,0.005001,success
2026-08-27T14:35:28.3NZ,200,0.006824,success
2026-08-27T14:35:28.3NZ,200,0.009009,success
2026-08-27T14:35:28.3NZ,200,0.008170,success
2026-08-27T14:35:28.3NZ,200,0.012360,success
2026-08-27T14:35:28.3NZ,200,0.008852,success
2026-08-27T14:35:29.3NZ,200,0.010903,success
2026-08-27T14:35:29.3NZ,200,0.008950,success
2026-08-27T14:35:29.3NZ,200,0.011579,success
2026-08-27T14:35:29.3NZ,200,0.012346,success
2026-08-27T14:35:29.3NZ,200,0.006915,success
2026-08-27T14:35:29.3NZ,200,0.006983,success
2026-08-27T14:35:29.3NZ,200,0.007439,success
2026-08-27T14:35:30.3NZ,200,0.007422,success
2026-08-27T14:35:30.3NZ,200,0.008213,success
2026-08-27T14:35:30.3NZ,200,0.009050,success
2026-08-27T14:35:30.3NZ,200,0.009120,success
2026-08-27T14:35:30.3NZ,200,0.013464,success
2026-08-27T14:35:30.3NZ,200,0.009004,success
2026-08-27T14:35:31.3NZ,200,0.010286,success
